as_of_date,ticker,company_name,sector,price,fair_value_bear,fair_value_base,fair_value_bull,base_upside,dispersion,quality_score,opportunity_score,confidence_score,confidence,data_completeness,methods_used,pe,pb,dcf,comps,roe,net_margin,ebitda_margin,fcf_margin,debt_equity,eps_growth,revenue_growth,beta,discount_rate,discount_rate_source
2026-09-26,MICH,,Materials & Chemicals,48.40915306773635,10.06590322148991,50.67969771147297,50.67969771147297,0.04690320941082296,1.000010891563168,74.6,66.7,87.4,Medium,100,3,11.027141928869328,3.6507656913828317,10.06590322148991,50.67969771147297,0.3703573883161512,0.4898818181818182,0.5878363636363636,0.1862181818181818,0.17933333333333334,-0.24179676517575022,-0.15261646048818434,,0.25,Fallback
2026-09-26,MIPH,,Healthcare,809.8471986417657,478.69272214879567,917.6905995816205,1356.6884770144454,0.13316512191525057,0.9567448498066039,46.9,60.6,82.2,Medium,100,2,28.139235533070384,1.4185199044363659,,1356.6884770144454,0.052586433260393875,0.05420751879699248,0.20721804511278197,-0.08052631578947368,0.7258935083880379,0.0482136971097884,-0.14689091637200868,,0.25,Fallback
2026-09-26,MOIL,,Energy & Utilities,36.49045209033301,0.9307342244003821,1.0949814404710378,1.2592286565416935,-0.9699926589629423,,80.8,45.0,96.2,High,100,1,280.6957853102539,64.01833700058422,1.0949814404710378,,0.2154952529403429,0.23381765067650673,0.5039591020910209,0.3671971094710947,0.8992489726512682,,-0.14941815953811388,,0.25,Fallback
2026-09-26,MOIN,,Financials,34.15384615384615,8.966508457070669,9.09220549896223,9.217902540853789,-0.733786775931286,0.0276494062757176,61.9,43.8,86.7,High,90,2,23.554376657824935,4.5599260552531575,,,0.19075757575757576,,,,0.006005050505050505,-0.24147777766075895,,,0.25,Fallback
2026-09-26,MPCI,,Healthcare,379.7802197802198,318.06812742490285,348.7314402276361,379.3947530303693,-0.08175459893764808,0.1758563138598436,74.3,64.9,93.5,High,100,2,16.649724672521693,12.172442941673712,,318.06812742490285,0.7312564286821378,0.30983880597014923,0.3277373134328358,-0.061570149253731346,0.11833002212171169,-0.12830386089952273,-0.20917310141417966,,0.25,Fallback
2026-09-26,MPRC,,Unclassified,38.977777777777774,42.350500735139676,51.325652251145385,60.300803767151095,0.3167926746302979,0.34973355904329184,72.4,74.0,91.9,High,100,2,8.661728395061727,1.8766383138073075,,42.350500735139676,0.20204216354344123,0.6890268700072621,0.5912127814088598,0.3357661583151779,0.012627768313458262,-0.320889932750961,-0.17509534325026965,,0.25,Fallback
2026-09-26,MTIE,,Unclassified,8.167400881057269,6.03008037671511,6.053565081259013,6.077049785802915,-0.2588137683679634,0.0077589665688431965,69.3,59.3,93.8,High,100,2,18.14977973568282,3.6625116058552774,,6.077049785802915,0.23352272727272727,0.0540386553885261,0.06332997326554762,0.040040320813428586,0.0548125,-0.21990738288910305,-0.16969932920836095,,0.25,Fallback
2026-09-26,NAPR,,Materials & Chemicals,52.15008823256246,12.415899657785722,16.74324488064946,16.74324488064946,-0.6789411974533344,1.5516081133751232,64.3,45.4,85.4,Medium,100,3,43.09924647319212,4.842162324286209,12.415899657785722,38.39485425882792,0.08763309596473381,0.03410716642470635,0.17579516959218688,0.050968721129734725,1.2139708375720584,0.1664487498812861,-0.13352094127215453,,0.25,Fallback
2026-09-26,NINH,,Unclassified,20.066666666666666,5.205964353227113,6.3550321887918475,7.504100024356581,-0.6833040437479145,0.3616245524582253,78.5,50.8,93.0,High,100,2,35.83333333333333,7.5438596491228065,,5.205964353227113,0.23230193982283118,0.3374280090398775,0.28635999125173145,0.2569074870598527,0.00560867273959196,-0.1861049751822067,-0.14513463870674903,,0.25,Fallback
2026-09-26,NIPH,,Healthcare,325.6,79.83756311029254,107.83784108619017,135.8381190620878,-0.6688026993667379,0.5193033854139978,47.5,41.6,85.6,High,100,2,67.83333333333334,14.753058450385138,,135.8381190620878,0.2175090579710145,0.107248771773113,0.28889236266190266,-0.32051362215274676,1.2264492753623188,0.05789648870565345,-0.1952940274229681,,0.25,Fallback
2026-09-26,OCDI,,Real Estate,27.984496124031008,27.98449612403101,28.8862046955653,28.8862046955653,0.03222171903820604,0.28573378997073123,53.7,61.4,88.6,High,100,3,8.99823026496174,2.164307511525987,,28.8862046955653,0.23993308639024974,0.17878288741485998,0.20349018385789966,-0.20829809019276144,0.7190823276377106,-0.05051049100329286,-0.209748525400832,,0.25,Fallback
2026-09-26,OCPH,,Healthcare,225.83333333333334,79.88054386533,114.43384045808597,114.43384045808597,-0.49328188727046807,1.0913596597939692,71.9,52.4,86.9,Medium,100,3,32.82461240310078,8.164617980236201,79.88054386533,204.76902105658405,0.27968425175499384,0.12699042407660738,0.28703146374829,0.2432763337893297,0.6403392485914856,-0.11762767949207764,-0.17958337514716716,,0.25,Fallback
2026-09-26,OIH,,Telecom & Technology,2.1085714285714285,,,,,,8.0,,81.6,High,100,0,,5.548872180451128,,,-0.2608895405669599,-0.38291248206599715,-0.15530846484935437,-0.6787661406025824,3.1207233626588464,,-0.3644341332323734,,0.25,Fallback
